,rpersona,reduca
56551,0168750771101,11.0
56552,0168750771102,0.0
56553,0168750771103,3.0
56554,0168750911101,7.0
56555,0168750911102,
56556,0168750911103,9.0
56557,0168750911104,0.0
56558,0168750911105,
56559,0168890041101,11.0
56560,0168890101101,11.0
56561,0168890101102,
56562,0168890161101,11.0
56563,0168890161102,8.0
56564,0168890161103,0.0
56565,0168890161104,0.0
56566,0168890291101,8.0
56567,0168890291102,10.0
56568,0168890291103,0.0
56569,0168890291104,
56570,0168890351101,11.0
56571,0168890351102,0.0
56572,0168890351103,0.0
56573,0168890481101,11.0
56574,0168890481102,11.0
56575,0168920061101,14.0
56576,0168920061102,14.0
56577,0168920061103,0.0
56578,0168920211101,14.0
56579,0168920211102,14.0
56580,0168920211103,16.0
56581,0168920211104,13.0
56582,0168920211105,11.0
56583,0168920211106,7.0
56584,0168920211107,3.0
56585,0168920211108,1.0
56586,0168920501101,14.0
56587,0168920501102,15.0
56588,0168920501103,9.0
56589,0168920641101,14.0
56590,0168920641102,11.0
56591,0168920931101,11.0
56592,0168920931102,13.0
56593,0168920931103,14.0
56594,0168920931104,10.0
56595,0168920931105,3.0
56596,0168921081101,14.0
56597,0168921081102,9.0
56598,0168970111101,14.0
56599,0168970111102,11.0
56600,0168970111103,11.0
56601,0168970111104,0.0
56602,0168970231101,11.0
56603,0168970351101,16.0
56604,0168970351102,16.0
56605,0168970351103,16.0
56606,0168970471101,11.0
56607,0168970471102,11.0
56608,0168970961101,16.0
56609,0168970961102,16.0
56610,0168970961103,
56611,0168971081101,11.0
56612,0168971081102,13.0
56613,0168971201101,14.0
56614,0168971321101,16.0
56615,0168971321102,16.0
56616,0168971321103,15.0
56617,0168980241101,8.0
56618,0168980241102,16.0
56619,0168980241103,16.0
56620,0168980241104,14.0
56621,0168980321101,5.0
56622,0168980321102,11.0
56623,0168980321103,16.0
56624,0168980351101,16.0
56625,0168980351102,5.0
56626,0168980681101,16.0
56627,0168980681102,0.0
56628,0168980881101,16.0
56629,0168980881102,16.0
56630,0168980881103,14.0
56631,0168981411101,11.0
56632,0168981411102,16.0
56633,0168981411103,16.0
56634,0168981411104,12.0
56635,0168990021101,11.0
56636,0168990021102,
56637,0168990021103,16.0
56638,0168990021104,11.0
56639,0168990021105,0.0
56640,0168990021106,0.0
56641,0168990021107,0.0
56642,0168990101101,0.0
56643,0168990101102,8.0
56644,0168990101103,11.0
56645,0168990181101,5.0
56646,0168990181102,5.0
56647,0168990341101,11.0
56648,0168990341102,9.0
56649,0168990341103,12.0
56650,0168990341104,9.0
56651,0168990421101,16.0
56652,0168990421102,11.0
56653,0168990421103,16.0
56654,0168990581101,11.0
56655,0168990581102,10.0
56656,0168990581103,
56657,0168990581104,0.0
56658,0168990581105,4.0
56659,0168990581106,0.0
56660,0169000011101,11.0
56661,0169000071101,16.0
56662,0169000151101,12.0
56663,0169000191101,18.0
56664,0169000191102,11.0
56665,0169000301101,11.0
56666,0169000301102,9.0
56667,0169000711101,16.0
56668,0169000711102,16.0
56669,0169000711103,14.0
56670,0169000711104,0.0
56671,0169001111101,16.0
56672,0169001111102,11.0
56673,0169001111104,5.0
56674,0169010371101,11.0
56675,0169010371102,16.0
56676,0169010551101,11.0
56677,0169010551102,11.0
56678,0169010551103,13.0
56679,0169010551104,12.0
56680,0169010551105,11.0
56681,0169010551106,3.0
56682,0169010931101,8.0
56683,0169010931102,3.0
56684,0169011111101,11.0
56685,0169011111102,11.0
56686,0169011111103,2.0
56687,0169011301101,12.0
56688,0169011301102,12.0
56689,0169011491101,11.0
56690,0169011491102,11.0
56691,0169011491103,0.0
56692,0169011491104,0.0
56693,0169020161101,11.0
56694,0169020161102,0.0
56695,0169020161103,0.0
56696,0169020161104,3.0
56697,0169020371101,13.0
56698,0169020371102,0.0
56699,0169020371103,
56700,0169020401101,5.0
56701,0169020401102,9.0
56702,0169020471101,11.0
56703,0169030021101,1.0
56704,0169030091101,11.0
56705,0169030141101,16.0
56706,0169030271101,9.0
56707,0169030271102,7.0
56708,0169030271103,0.0
56709,0169030371101,13.0
56710,0169030371102,13.0
56711,0169040071101,16.0
56712,0169040071102,11.0
56713,0169040071103,16.0
56714,0169040141101,15.0
56715,0169040311101,16.0
56716,0169040311102,11.0
56717,0169040311103,16.0
56718,0169040641101,14.0
56719,0169040641102,12.0
56720,0169040641103,16.0
56721,0169040641104,17.0
56722,0169040721101,17.0
56723,0169040721102,16.0
56724,0169040721103,17.0
56725,0169040721104,16.0
56726,0169050101101,16.0
56727,0169050101102,11.0
56728,0169050101103,16.0
56729,0169050101104,3.0
56730,0169050101105,16.0
56731,0169050101106,3.0
56732,0169050281101,14.0
56733,0169050451101,16.0
56734,0169050451102,14.0
56735,0169050451103,16.0
56736,0169050451104,12.0
56737,0169050451105,12.0
56738,0169050631101,13.0
56739,0169050821101,15.0
56740,0169050821102,12.0
56741,0169050821103,0.0
56742,0169051001101,14.0
56743,0169051001102,16.0
56744,0169051181101,14.0
56745,0169051181102,16.0
56746,0169051181103,15.0
56747,0169051181104,8.0
56748,0169051181105,0.0
56749,0169051181106,16.0
56750,0169051181107,0.0
56751,0169051491101,18.0
56752,0169051491102,14.0
56753,0169060121101,11.0
56754,0169060121102,11.0
56755,0169060121103,15.0
56756,0169060121104,7.0
56757,0169060121105,11.0
56758,0169060121106,7.0
56759,0169060121107,
56760,0169060121108,11.0
56761,0169060121109,11.0
56762,0169060271101,11.0
56763,0169060271102,14.0
56764,0169060411101,7.0
56765,0169060571101,11.0
56766,0169060571102,
56767,0169060571103,11.0
56768,0169060571104,14.0
56769,0169060571105,11.0
56770,0169060841101,11.0
56771,0169060841102,16.0
56772,0169060981101,
56773,0169070241101,3.0
56774,0169070241102,16.0
56775,0169070241103,11.0
56776,0169070501101,11.0
56777,0169070501102,10.0
56778,0169070501103,11.0
56779,0169070501104,9.0
56780,0169071041101,11.0
56781,0169071041102,11.0
56782,0169071041103,13.0
56783,0169071041104,11.0
56784,0169071041105,9.0
56785,0169071041106,0.0
56786,0169071321101,11.0
56787,0169071321102,0.0
56788,0169071561101,5.0
56789,0169071561102,16.0
56790,0169071561103,16.0
56791,0169071561104,10.0
56792,0169071561105,0.0
56793,0169071831101,11.0
56794,0169071831102,11.0
56795,0169071831103,9.0
56796,0169080041101,11.0
56797,0169080041102,16.0
56798,0169080041103,11.0
56799,0169080041104,7.0
56800,0169080041105,3.0
56801,0169080041106,15.0
56802,0169080041107,
56803,0169080161101,16.0
56804,0169080161102,16.0
56805,0169080411101,12.0
56806,0169080411102,13.0
56807,0169080411103,10.0
56808,0169080411104,7.0
56809,0169080531101,15.0
56810,0169080671101,16.0
56811,0169080671102,14.0
56812,0169080671103,0.0
56813,0169080671104,1.0
56814,0169080781101,11.0
56815,0169080781102,0.0
56816,0169081041101,11.0
56817,0169081041102,11.0
56818,0169081041103,14.0
56819,0169081041104,8.0
56820,0169081161101,15.0
56821,0169090061101,11.0
56822,0169090061102,11.0
56823,0169090061103,16.0
56824,0169090061104,18.0
56825,0169090231101,4.0
56826,0169090231102,16.0
56827,0169090231103,16.0
56828,0169090231104,
56829,0169090231105,0.0
56830,0169090231106,0.0
56831,0169090561101,10.0
56832,0169090561102,11.0
56833,0169090561103,12.0
56834,0169090561104,9.0
56835,0169090561105,0.0
56836,0169090561106,0.0
56837,0169090731101,0.0
56838,0169090731102,11.0
56839,0169090731103,12.0
56840,0169090891101,11.0
56841,0169090891102,11.0
56842,0169090891103,14.0
56843,0169090891104,11.0
56844,0169100171101,0.0
56845,0169100171102,11.0
56846,0169100171103,11.0
56847,0169100171104,9.0
56848,0169100171105,3.0
56849,0169100171106,
56850,0169100311101,14.0
56851,0169100601101,7.0
56852,0169100601102,8.0
56853,0169100601103,0.0
56854,0169100741101,0.0
56855,0169100741102,11.0
56856,0169100741103,2.0
56857,0169101031101,12.0
56858,0169101031102,0.0
56859,0169101031103,0.0
56860,0169101181101,5.0
56861,0169101181102,7.0
56862,0169101181103,10.0
56863,0169110231101,16.0
56864,0169110231102,11.0
56865,0169110231103,3.0
56866,0169110331101,14.0
56867,0169110331102,14.0
56868,0169110331103,11.0
56869,0169110331104,
56870,0169110421101,16.0
56871,0169110511101,14.0
56872,0169110511102,16.0
56873,0169110511103,3.0
56874,0169110701101,16.0
56875,0169110701102,10.0
56876,0169110781101,11.0
56877,0169110781102,15.0
56878,0169110781103,11.0
56879,0169120051101,5.0
56880,0169120051102,3.0
56881,0169120051103,14.0
56882,0169120051104,0.0
56883,0169120051105,0.0
56884,0169120211101,9.0
56885,0169120521101,16.0
56886,0169120521102,11.0
56887,0169120521103,2.0
56888,0169120521104,11.0
56889,0169120671101,14.0
56890,0169120671102,14.0
56891,0169120671103,3.0
56892,0169120671104,10.0
56893,0169120831101,13.0
56894,0169120831102,16.0
56895,0169120831103,16.0
56896,0169120831104,0.0
56897,0169120831105,1.0
56898,0169120981101,11.0
56899,0169120981102,11.0
56900,0169121291101,16.0
56901,0169121291102,11.0
56902,0169121291103,16.0
56903,0169121451101,11.0
56904,0169121451102,9.0
56905,0169130191101,4.0
56906,0169130191102,5.0
56907,0169130191103,
56908,0169130331101,13.0
56909,0169130331102,12.0
56910,0169130331103,
56911,0169130481101,17.0
56912,0169130481102,16.0
56913,0169130481103,16.0
56914,0169130621101,14.0
56915,0169130621102,11.0
56916,0169130771101,11.0
56917,0169130771102,14.0
56918,0169130771103,11.0
56919,0169130771104,0.0
56920,0169130911101,5.0
56921,0169130911102,11.0
56922,0169130911103,14.0
56923,0169130911104,11.0
56924,0169131201101,11.0
56925,0169131201102,2.0
56926,0169131201103,16.0
56927,0169131351101,11.0
56928,0169131351102,11.0
56929,0169131351103,14.0
56930,0169131351104,11.0
56931,0169140111101,18.0
56932,0169140111102,16.0
56933,0169140111103,14.0
56934,0169140111104,0.0
56935,0169140251101,16.0
56936,0169140531101,18.0
56937,0169140531102,11.0
56938,0169140531103,16.0
56939,0169140531104,16.0
56940,0169140531105,0.0
56941,0169140531106,
56942,0169140671101,17.0
56943,0169140671102,16.0
56944,0169140671103,16.0
56945,0169140671104,
56946,0169140671105,16.0
56947,0169140811101,17.0
56948,0169140811102,18.0
56949,0169140811103,16.0
56950,0169140811104,16.0
56951,0169140941101,11.0
56952,0169140941102,12.0
56953,0169140941103,0.0
56954,0169141221101,9.0
56955,0169141221102,11.0
56956,0169141221103,10.0
56957,0169141221104,11.0
56958,0169141221105,9.0
56959,0169141361101,11.0
56960,0169141361102,7.0
56961,0169141361103,11.0
56962,0169150031101,17.0
56963,0169150331101,16.0
56964,0169150331102,11.0
56965,0169150431101,12.0
56966,0169150431102,15.0
56967,0169150431103,10.0
56968,0169150431104,0.0
56969,0169150521101,5.0
56970,0169150521102,14.0
56971,0169150621101,16.0
56972,0169150621102,12.0
56973,0169150621103,8.0
56974,0169150621104,0.0
56975,0169150621105,2.0
56976,0169160121101,11.0
56977,0169160121102,11.0
56978,0169160121103,13.0
56979,0169160291101,17.0
56980,0169160291102,14.0
56981,0169160641101,11.0
56982,0169160641102,12.0
56983,0169160641103,14.0
56984,0169160811101,
56985,0169160981101,7.0
56986,0169160981102,0.0
56987,0169160981103,12.0
56988,0169160981104,12.0
56989,0169161151101,11.0
56990,0169161151102,3.0
56991,0169161151103,16.0
56992,0169161151104,13.0
56993,0169161151105,16.0
56994,0169161151106,13.0
56995,0169170031101,11.0
56996,0169170031102,14.0
56997,0169170031103,3.0
56998,0169170031104,
56999,0169170351101,11.0
57000,0169170351102,11.0
57001,0169170511101,11.0
57002,0169170511102,9.0
57003,0169170841101,14.0
57004,0169170841102,11.0
57005,0169171011101,11.0
57006,0169171011102,11.0
57007,0169171011103,0.0
57008,0169171011104,3.0
57009,0169171161101,13.0
57010,0169171161102,8.0
57011,0169180011101,17.0
57012,0169180151101,16.0
57013,0169180151102,11.0
57014,0169180151103,11.0
57015,0169180151104,12.0
57016,0169180411101,11.0
57017,0169180411102,11.0
57018,0169180411103,11.0
57019,0169180411104,16.0
57020,0169180411105,0.0
57021,0169180411106,11.0
57022,0169180411107,14.0
57023,0169180411108,0.0
57024,0169180411109,2.0
57025,0169180411110,1.0
57026,0169180561101,11.0
57027,0169180561102,16.0
57028,0169180691101,16.0
57029,0169180691102,16.0
57030,0169180691103,15.0
57031,0169180691104,
57032,0169180831101,12.0
57033,0169180831102,16.0
57034,0169181101101,5.0
57035,0169181101102,16.0
57036,0169181241101,16.0
57037,0169181241102,17.0
57038,0169181241103,2.0
57039,0169190061101,16.0
57040,0169190061102,16.0
57041,0169190061103,0.0
57042,0169190061104,1.0
57043,0169190361101,11.0
57044,0169190361102,11.0
57045,0169190361103,1.0
57046,0169190491101,11.0
57047,0169190491102,14.0
57048,0169190491103,2.0
57049,0169190491105,9.0
57050,0169190491106,14.0
57051,0169190641101,11.0
57052,0169190641102,13.0
57053,0169190641103,13.0
57054,0169190641104,0.0
57055,0169190781101,17.0
57056,0169190781102,16.0
57057,0169190931101,14.0
57058,0169190931102,7.0
57059,0169191071101,16.0
57060,0169191071102,17.0
57061,0169191071103,11.0
57062,0169191071104,11.0
57063,0169191071105,0.0
57064,0169191221101,14.0
57065,0169191221102,16.0
57066,0169191221103,0.0
57067,0169191221104,
57068,0169210021101,16.0
57069,0169210021102,10.0
57070,0169210021103,10.0
57071,0169210021104,14.0
57072,0169210131101,11.0
57073,0169210131102,11.0
57074,0169210131103,10.0
57075,0169210131104,0.0
57076,0169210131105,0.0
57077,0169210131106,0.0
57078,0169210131107,
57079,0169210241101,11.0
57080,0169210581101,16.0
57081,0169210581102,14.0
57082,0169210581103,0.0
57083,0169210691101,16.0
57084,0169210691102,11.0
57085,0169210691103,12.0
57086,0169220021101,0.0
57087,0169220021102,15.0
57088,0169220021103,16.0
57089,0169220021104,12.0
57090,0169220021105,14.0
57091,0169220021106,0.0
57092,0169220201101,1.0
57093,0169220201102,3.0
57094,0169220201103,0.0
57095,0169220521101,2.0
57096,0169220521102,7.0
57097,0169220521103,11.0
57098,0169220521104,11.0
57099,0169220521105,12.0
57100,0169220521106,11.0
57101,0169220521107,14.0
57102,0169220521108,0.0
57103,0169221001101,2.0
57104,0169221181101,14.0
57105,0169230081101,11.0
57106,0169230081102,11.0
57107,0169230081103,0.0
57108,0169230081104,1.0
57109,0169230211101,14.0
57110,0169230211102,8.0
57111,0169230211103,0.0
57112,0169230211104,
57113,0169230341101,0.0
57114,0169230341102,0.0
57115,0169230341103,11.0
57116,0169230341104,10.0
57117,0169230341105,3.0
57118,0169230461101,11.0
57119,0169230721101,11.0
57120,0169230721102,11.0
57121,0169230981101,15.0
57122,0169230981102,14.0
57123,0169230981103,1.0
57124,0169230981104,11.0
57125,0169240061101,11.0
57126,0169240061102,9.0
57127,0169240061103,8.0
57128,0169240061104,0.0
57129,0169240141101,8.0
57130,0169240141102,10.0
57131,0169240141103,8.0
57132,0169240141104,0.0
57133,0169240191101,2.0
57134,0169240231101,0.0
57135,0169240231102,14.0
57136,0169240321101,7.0
57137,0169240321102,0.0
57138,0169240321103,0.0
57139,0169240321104,2.0
57140,0169250061101,16.0
57141,0169250061102,16.0
57142,0169250061103,14.0
57143,0169250201101,16.0
57144,0169250201102,16.0
57145,0169250201103,17.0
57146,0169250201104,0.0
57147,0169250331101,16.0
57148,0169250331102,16.0
57149,0169250331103,17.0
57150,0169250331104,12.0
57151,0169250401101,16.0
57152,0169250401102,11.0
57153,0169250401103,16.0
57154,0169250471101,18.0
57155,0169250471102,18.0
57156,0169250471103,0.0
57157,0169250471104,
57158,0169250621101,17.0
57159,0169250621102,17.0
57160,0169250621103,17.0
57161,0169250621104,0.0
57162,0169250621105,14.0
57163,0169250621106,9.0
57164,0169250671101,16.0
57165,0169250671102,14.0
57166,0169260261101,11.0
57167,0169260261102,11.0
57168,0169260261103,14.0
57169,0169260431101,16.0
57170,0169260431102,16.0
57171,0169260431103,12.0
57172,0169260431104,8.0
57173,0169260431105,0.0
57174,0169260431106,
57175,0169260601101,16.0
57176,0169260601102,11.0
57177,0169260601103,9.0
57178,0169260771101,18.0
57179,0169260771102,16.0
57180,0169260941101,18.0
57181,0169260941102,16.0
57182,0169260941103,0.0
57183,0169261121101,14.0
57184,0169261121102,14.0
57185,0169261121103,12.0
57186,0169261121104,8.0
57187,0169261461101,12.0
57188,0169261461102,12.0
57189,0169261631101,16.0
57190,0169261631102,16.0
57191,0169261631103,16.0
57192,0169261631104,12.0
57193,0169261631105,3.0
57194,0169270171101,14.0
57195,0169270171102,10.0
57196,0169270341101,10.0
57197,0169270341102,11.0
57198,0169270661101,16.0
57199,0169270821101,11.0
57200,0169270981101,11.0
57201,0169270981102,9.0
57202,0169270981103,11.0
57203,0169271141101,14.0
57204,0169271141102,8.0
57205,0169271141103,0.0
57206,0169271141104,0.0
57207,0169280031101,13.0
57208,0169280031102,16.0
57209,0169280031103,16.0
57210,0169280171101,17.0
57211,0169280171102,0.0
57212,0169280171103,1.0
57213,0169280171104,11.0
57214,0169280171105,13.0
57215,0169280171106,14.0
57216,0169280171107,5.0
57217,0169280481101,16.0
57218,0169280481102,5.0
57219,0169280481103,14.0
57220,0169280481104,14.0
57221,0169280481105,16.0
57222,0169280641101,11.0
57223,0169280641102,16.0
57224,0169280641103,10.0
57225,0169280641104,8.0
57226,0169280641105,0.0
57227,0169280641106,0.0
57228,0169280801101,16.0
57229,0169280801102,11.0
57230,0169280801103,11.0
57231,0169280961101,17.0
57232,0169280961102,16.0
57233,0169280961103,14.0
57234,0169280961104,14.0
57235,0169281281101,12.0
57236,0169281281102,11.0
57237,0169281281103,12.0
57238,0169281281104,
57239,0169281281105,11.0
57240,0169281281106,8.0
57241,0169281281107,9.0
57242,0169281281108,14.0
57243,0169281281109,11.0
57244,0169281281110,0.0
57245,0169281431101,2.0
57246,0169281431102,11.0
57247,0169281431103,8.0
57248,0169281431104,9.0
57249,0169281431105,9.0
57250,0169281431106,5.0
57251,0169290071101,14.0
57252,0169290071102,13.0
57253,0169290201101,3.0
57254,0169290471101,7.0
57255,0169290611101,12.0
57256,0169290611102,11.0
57257,0169290611103,15.0
57258,0169290611104,0.0
57259,0169290611105,3.0
57260,0169290741101,11.0
57261,0169290741102,12.0
57262,0169290741103,11.0
57263,0169290741104,
57264,0169290891101,15.0
57265,0169290891102,16.0
57266,0169290891103,13.0
57267,0169290891104,12.0
57268,0169290891105,0.0
57269,0169290891106,14.0
57270,0169300051101,10.0
57271,0169300051102,0.0
57272,0169300051103,11.0
57273,0169300051104,11.0
57274,0169300051105,11.0
57275,0169300051106,8.0
57276,0169300201101,12.0
57277,0169300201102,14.0
57278,0169300201103,3.0
57279,0169300201104,
57280,0169300511101,11.0
57281,0169300511102,11.0
57282,0169300511103,11.0
57283,0169300681101,11.0
57284,0169300801101,11.0
57285,0169301251101,0.0
57286,0169301251102,0.0
57287,0169301251103,7.0
57288,0169301251104,
57289,0169301251105,2.0
57290,0169310061101,11.0
57291,0169310061102,0.0
57292,0169310061103,8.0
57293,0169310061104,0.0
57294,0169310131101,0.0
57295,0169310131102,0.0
57296,0169310131103,0.0
57297,0169310191101,11.0
57298,0169310191102,1.0
57299,0169310191103,
57300,0169310251101,12.0
57301,0169310251102,14.0
57302,0169310251103,0.0
57303,0169310331101,13.0
57304,0169310331102,11.0
57305,0169310331103,
57306,0169310391101,
57307,0169320111101,14.0
57308,0169320111102,14.0
57309,0169320291101,16.0
57310,0169320291102,14.0
57311,0169320291103,
57312,0169320641101,11.0
57313,0169320641102,11.0
57314,0169320641103,16.0
57315,0169320641104,13.0
57316,0169320821101,16.0
57317,0169320821102,13.0
57318,0169320821103,16.0
57319,0169321001101,11.0
57320,0169321001102,16.0
57321,0169321181101,16.0
57322,0169321181102,8.0
57323,0169321181103,3.0
57324,0169330341101,12.0
57325,0169330341102,11.0
57326,0169330341103,
57327,0169330551101,11.0
57328,0169330551102,16.0
57329,0169330551103,13.0
57330,0169330551104,12.0
57331,0169330761101,16.0
57332,0169330971101,14.0
57333,0169330971102,16.0
57334,0169331181101,11.0
57335,0169331181102,14.0
57336,0169331181103,16.0
57337,0169331181104,
57338,0169331611101,11.0
57339,0169331611102,11.0
57340,0169331611103,14.0
57341,0169331611104,14.0
57342,0169331611105,7.0
57343,0169340041101,16.0
57344,0169340041102,16.0
57345,0169340041103,12.0
57346,0169340041104,16.0
57347,0169340181101,16.0
57348,0169340181102,8.0
57349,0169340181103,0.0
57350,0169340181104,5.0
57351,0169340341101,0.0
57352,0169340341102,11.0
57353,0169340341103,9.0
57354,0169340471201,11.0
57355,0169340471202,16.0
57356,0169340471203,10.0
57357,0169340471204,0.0
57358,0169340471205,
57359,0169340472201,0.0
57360,0169340472202,7.0
57361,0169340472203,0.0
57362,0169340472204,1.0
57363,0169340621101,12.0
57364,0169340621102,11.0
57365,0169340621103,1.0
57366,0169340621105,5.0
57367,0169340761101,16.0
57368,0169340761102,11.0
57369,0169340761103,10.0
57370,0169340761104,0.0
57371,0169340761105,0.0
57372,0169340761106,3.0
57373,0169350161101,
57374,0169350161102,1.0
57375,0169350331101,2.0
57376,0169350331102,5.0
57377,0169350451101,7.0
57378,0169350451102,10.0
57379,0169350451103,0.0
57380,0169350581101,16.0
57381,0169350581102,16.0
57382,0169350581103,12.0
57383,0169350691101,8.0
57384,0169350691102,0.0
57385,0169350831101,0.0
57386,0169350831102,8.0
57387,0169350831103,0.0
57388,0169350831104,2.0
57389,0169350831105,11.0
57390,0169350831106,1.0
57391,0169350831108,
57392,0169370091101,16.0
57393,0169370091102,14.0
57394,0169370091103,3.0
57395,0169370091104,1.0
57396,0169370301101,14.0
57397,0169370301102,13.0
57398,0169370301103,
57399,0169370661101,12.0
57400,0169370661102,9.0
57401,0169370661103,8.0
57402,0169370661104,
57403,0169370811101,11.0
57404,0169370811102,11.0
57405,0169370811103,14.0
57406,0169370951101,
57407,0169370951102,7.0
57408,0169371101101,13.0
57409,0169371101102,11.0
57410,0169371101103,9.0
57411,0169371101104,0.0
57412,0169380031101,11.0
57413,0169380031102,11.0
57414,0169380141101,
57415,0169380241101,9.0
57416,0169380241102,2.0
57417,0169380351101,14.0
57418,0169380571101,11.0
57419,0169380571102,11.0
57420,0169380681101,11.0
57421,0169380681102,11.0
57422,0169380681103,0.0
57423,0169390241101,16.0
57424,0169390481101,18.0
57425,0169390481102,15.0
57426,0169390481103,8.0
57427,0169391001101,16.0
57428,0169391001102,0.0
57429,0169391261101,11.0
57430,0169391261102,12.0
57431,0169391261103,0.0
57432,0169391261104,0.0
57433,0169391511101,5.0
57434,0169391511102,5.0
57435,0169391511103,16.0
57436,0169391511104,14.0
57437,0169391511105,0.0
57438,0169391751101,5.0
57439,0169391751102,11.0
57440,0169391751103,12.0
57441,0169391751104,11.0
57442,0169400341101,11.0
57443,0169400341102,11.0
57444,0169400341103,12.0
57445,0169400341104,7.0
57446,0169400501101,11.0
57447,0169400681101,14.0
57448,0169400681102,11.0
57449,0169400841101,11.0
57450,0169400841102,13.0
57451,0169400841103,10.0
57452,0169400841104,0.0
57453,0169401021101,11.0
57454,0169401021102,8.0
57455,0169401211101,11.0
57456,0169401211102,11.0
57457,0169401211103,10.0
57458,0169410171101,4.0
57459,0169410371101,0.0
57460,0169410371102,7.0
57461,0169410371103,0.0
57462,0169410371104,4.0
57463,0169410371105,0.0
57464,0169410551101,
57465,0169410551102,0.0
57466,0169410551103,8.0
57467,0169410551104,11.0
57468,0169410951101,9.0
57469,0169410951102,7.0
57470,0169410951103,0.0
57471,0169410951104,3.0
57472,0169411151101,11.0
57473,0169411151102,11.0
57474,0169411151103,11.0
57475,0169411151104,8.0
57476,0169411151105,0.0
57477,0169411531101,4.0
57478,0169411531102,11.0
57479,0169420071101,0.0
57480,0169420071102,0.0
57481,0169420071103,0.0
57482,0169420071104,3.0
57483,0169420071105,
57484,0169420321101,9.0
57485,0169420321102,
57486,0169420531101,7.0
57487,0169420631101,11.0
57488,0169420751101,14.0
57489,0169420751102,11.0
57490,0169420751103,14.0
57491,0169420951101,14.0
57492,0169420951102,11.0
57493,0169420951103,3.0
57494,0169430131101,14.0
57495,0169430131102,16.0
57496,0169430131103,0.0
57497,0169430131104,3.0
57498,0169430321101,14.0
57499,0169430321102,16.0
57500,0169430321103,9.0
57501,0169430321104,7.0
57502,0169430321105,0.0
57503,0169430321106,0.0
57504,0169430321107,0.0
57505,0169430691101,13.0
57506,0169430691102,12.0
57507,0169430691103,7.0
57508,0169430691104,14.0
57509,0169430891101,11.0
57510,0169430891102,11.0
57511,0169430891103,13.0
57512,0169431051101,14.0
57513,0169431051102,16.0
57514,0169431051103,14.0
57515,0169431051104,11.0
57516,0169431251101,16.0
57517,0169431251102,16.0
57518,0169431251103,0.0
57519,0169431251104,0.0
57520,0169431251105,0.0
57521,0169440041101,11.0
57522,0169440221101,7.0
57523,0169440221102,3.0
57524,0169440581101,16.0
57525,0169440581102,8.0
57526,0169440581103,15.0
57527,0169440581104,16.0
57528,0169440751101,11.0
57529,0169440751102,16.0
57530,0169440751103,16.0
57531,0169440911101,13.0
57532,0169440911102,15.0
57533,0169440911103,3.0
57534,0169441081101,5.0
57535,0169441081102,11.0
57536,0169441081103,11.0
57537,0169441081104,1.0
57538,0169441081105,11.0
57539,0169441081106,3.0
57540,0169450041101,16.0
57541,0169450341101,16.0
57542,0169450341102,16.0
57543,0169450341103,10.0
57544,0169450341104,8.0
57545,0169450601101,14.0
57546,0169450601102,11.0
57547,0169450601103,11.0
57548,0169450601104,10.0
57549,0169450721101,14.0
57550,0169450841101,13.0
57551,0169450841102,13.0
57552,0169450971101,14.0
57553,0169450971102,14.0
57554,0169460121101,5.0
57555,0169460291101,17.0
57556,0169460471101,11.0
57557,0169460641101,14.0
57558,0169460821101,11.0
57559,0169460821102,14.0
57560,0169461171101,9.0
57561,0169461171102,9.0
57562,0169470161101,14.0
57563,0169470161102,11.0
57564,0169470161103,12.0
57565,0169470161104,9.0
57566,0169470161105,7.0
57567,0169470391101,3.0
57568,0169470391102,3.0
57569,0169470391103,
57570,0169470391104,13.0
57571,0169470591101,8.0
57572,0169470811101,5.0
57573,0169470811102,11.0
57574,0169471041101,11.0
57575,0169471041102,11.0
57576,0169471041103,10.0
57577,0169471041104,3.0
57578,0169471431101,5.0
57579,0169480101101,11.0
57580,0169480101102,11.0
57581,0169480101103,10.0
57582,0169480101104,8.0
57583,0169480101105,0.0
57584,0169480101106,1.0
57585,0169480311101,14.0
57586,0169480311102,0.0
57587,0169480311103,9.0
57588,0169480311104,0.0
57589,0169480501101,8.0
57590,0169480501102,8.0
57591,0169480501103,13.0
57592,0169480501104,0.0
57593,0169480681101,0.0
57594,0169480681102,11.0
57595,0169480681103,11.0
57596,0169480681104,10.0
57597,0169480861101,11.0
57598,0169480861102,0.0
57599,0169480861103,1.0
57600,0169481051101,12.0
57601,0169481051102,11.0
57602,0169481051103,10.0
57603,0169481051104,0.0
57604,0169490021101,8.0
57605,0169490021102,8.0
57606,0169490021103,11.0
57607,0169490211101,4.0
57608,0169490411101,14.0
57609,0169490411102,15.0
57610,0169490411103,8.0
57611,0169490411104,1.0
57612,0169490801101,11.0
57613,0169490801102,11.0
57614,0169490801103,11.0
57615,0169490991101,11.0
57616,0169490991102,11.0
57617,0169490991103,16.0
57618,0169491191101,11.0
57619,0169491191102,11.0
57620,0169491191103,0.0
57621,0169491191104,3.0
57622,0169500311101,11.0
57623,0169500311102,0.0
57624,0169500311103,2.0
57625,0169500511101,5.0
57626,0169500701101,16.0
57627,0169500891101,5.0
57628,0169500891102,9.0
57629,0169501091101,11.0
57630,0169501091102,8.0
57631,0169501281101,0.0
57632,0169501281102,11.0
57633,0169501281103,9.0
57634,0169510091101,11.0
57635,0169510091102,4.0
57636,0169510091103,17.0
57637,0169510091104,14.0
