,rpersona,reduca
9900,0071610781103,11.0
9901,0071611441101,11.0
9902,0071611441102,11.0
9903,0071611441103,7.0
9904,0071611441104,0.0
9905,0071611441105,2.0
9906,0071611751101,5.0
9907,0071611751102,0.0
9908,0071611751103,7.0
9909,0071760061101,1.0
9910,0071760061102,9.0
9911,0071760311101,4.0
9912,0071760311102,3.0
9913,0071760681101,11.0
9914,0071760681102,14.0
9915,0071760681103,14.0
9916,0071760811101,11.0
9917,0071760811102,0.0
9918,0071760811103,11.0
9919,0071760811104,0.0
9920,0071760811105,0.0
9921,0071761041101,2.0
9922,0071761041102,0.0
9923,0071800021101,6.0
9924,0071800581101,11.0
9925,0071800581102,14.0
9926,0071800961101,16.0
9927,0071801151101,11.0
9928,0071801151102,11.0
9929,0071801521101,14.0
9930,0071801521102,12.0
9931,0071801521103,0.0
9932,0071801521104,3.0
9933,0071801521105,1.0
9934,0071810101101,11.0
9935,0071810101102,11.0
9936,0071810101103,16.0
9937,0071810101104,16.0
9938,0071810101105,16.0
9939,0071810101106,1.0
9940,0071810201101,16.0
9941,0071810201102,14.0
9942,0071810201103,0.0
9943,0071810201104,
9944,0071810671101,4.0
9945,0071810791101,14.0
9946,0071810791102,13.0
9947,0071810791103,3.0
9948,0071810791104,14.0
9949,0071830161101,4.0
9950,0071830161102,5.0
9951,0071830161103,11.0
9952,0071830161104,7.0
9953,0071830161105,0.0
9954,0071830531101,4.0
9955,0071830531102,2.0
9956,0071830731101,7.0
9957,0071830731102,11.0
9958,0071830731103,0.0
9959,0071830731104,0.0
9960,0071831291101,7.0
9961,0071831291102,8.0
9962,0071831291103,10.0
9963,0071831291104,0.0
9964,0071831651101,11.0
9965,0071831651102,11.0
9966,0071831651103,9.0
9967,0071831651104,0.0
9968,0071850091101,11.0
9969,0071850091102,11.0
9970,0071850611101,14.0
9971,0071850611102,12.0
9972,0071850611103,0.0
9973,0071850611104,0.0
9974,0071850791101,11.0
9975,0071850791102,0.0
9976,0071850791103,11.0
9977,0071850791104,10.0
9978,0071850791105,8.0
9979,0071850791106,13.0
9980,0071850951101,0.0
9981,0071851131101,11.0
9982,0071851131102,0.0
9983,0071851131103,8.0
9984,0071851131104,1.0
9985,0071851131106,11.0
9986,0071851131107,11.0
9987,0071851131108,3.0
9988,0071851291101,16.0
9989,0071851291102,11.0
9990,0071851291103,0.0
9991,0071860021101,0.0
9992,0071860021102,14.0
9993,0071860021103,10.0
9994,0071860271101,14.0
9995,0071860271102,11.0
9996,0071860271103,10.0
9997,0071860271104,0.0
9998,0071860411101,11.0
9999,0071860411102,14.0
10000,0071860411103,14.0
10001,0071860651101,10.0
10002,0071860651102,12.0
10003,0071860781101,11.0
10004,0071860781102,0.0
10005,0071860781103,10.0
10006,0071860781104,11.0
10007,0071860781105,3.0
10008,0071861031101,0.0
10009,0071861031102,11.0
10010,0071861031103,0.0
10011,0071870021101,11.0
10012,0071870021102,8.0
10013,0071870351101,7.0
10014,0071870351102,11.0
10015,0071870351103,13.0
10016,0071870351104,12.0
10017,0071870351105,3.0
10018,0071870531101,14.0
10019,0071870531102,15.0
10020,0071870531103,12.0
10021,0071870531104,12.0
10022,0071870531105,2.0
10023,0071870861101,16.0
10024,0071870861102,11.0
10025,0071871041101,16.0
10026,0071871041102,16.0
10027,0071871041103,11.0
10028,0071871041104,11.0
10029,0071871041105,9.0
10030,0071871041106,2.0
10031,0071871371101,3.0
10032,0071880071101,6.0
10033,0071880571101,14.0
10034,0071881341101,13.0
10035,0071881341102,13.0
10036,0071881341103,7.0
10037,0071881341104,2.0
10038,0071900081101,16.0
10039,0071900081102,11.0
10040,0071900211101,11.0
10041,0071900331101,16.0
10042,0071900331102,16.0
10043,0071900331103,15.0
10044,0071900451101,16.0
10045,0071900451102,14.0
10046,0071900451103,14.0
10047,0071900451104,14.0
10048,0071900451105,11.0
10049,0071900451106,
10050,0071900661101,6.0
10051,0071900661102,16.0
10052,0071900661103,13.0
10053,0071920181101,8.0
10054,0071920181102,10.0
10055,0071920371101,3.0
10056,0071920371102,4.0
10057,0071920371103,8.0
10058,0071920951101,11.0
10059,0071920951102,10.0
10060,0071920951103,11.0
10061,0071921131101,11.0
10062,0071921131102,8.0
10063,0071921131103,12.0
10064,0071921131104,11.0
10065,0071921131105,0.0
10066,0071921131106,3.0
10067,0071921341101,
10068,0071940411101,11.0
10069,0071940411102,7.0
10070,0071940411103,0.0
10071,0071940571101,11.0
10072,0071940571102,11.0
10073,0071940571103,0.0
10074,0071940571104,0.0
10075,0071941021101,5.0
10076,0071941311101,11.0
10077,0071941311102,14.0
10078,0071941311103,11.0
10079,0071950121101,11.0
10080,0071950121102,
10081,0071950261101,11.0
10082,0071950261102,11.0
10083,0071950261103,11.0
10084,0071950261104,0.0
10085,0071950601101,11.0
10086,0071950601102,11.0
10087,0071950601103,11.0
10088,0071950601104,11.0
10089,0071950601105,9.0
10090,0071950601106,10.0
10091,0071950721101,1.0
10092,0071950721102,11.0
10093,0071950721103,11.0
10094,0071950721104,0.0
10095,0071950891101,11.0
10096,0071951051101,11.0
10097,0071951051102,11.0
10098,0071951051103,11.0
10099,0072080071101,14.0
10100,0072080071102,0.0
10101,0072080071103,0.0
10102,0072080071104,0.0
10103,0072080521101,10.0
10104,0072080521102,14.0
10105,0072081331101,14.0
10106,0072081331102,12.0
10107,0072081331103,11.0
10108,0072081331104,
10109,0072081331105,11.0
10110,0072081331106,1.0
10111,0072081331107,11.0
10112,0072081721101,11.0
10113,0072081721102,14.0
10114,0072081721103,16.0
10115,0072130231101,
10116,0072130231102,
10117,0072130231103,
10118,0072130231104,0.0
10119,0072130231105,0.0
10120,0072130781101,0.0
10121,0072130781102,0.0
10122,0072130781103,9.0
10123,0072130781104,7.0
10124,0072131601201,
10125,0072131601202,11.0
10126,0072131601203,8.0
10127,0072131891101,7.0
10128,0072131891102,10.0
10129,0072131891103,0.0
10130,0072131891104,14.0
10131,0072132431101,0.0
10132,0072132431102,0.0
10133,0072132431103,2.0
10134,0072132431104,0.0
10135,0072140121101,14.0
10136,0072140121102,12.0
10137,0072140121103,8.0
10138,0072140121104,7.0
10139,0072140121105,0.0
10140,0072140121106,0.0
10141,0072140391101,11.0
10142,0072140541101,14.0
10143,0072140541102,5.0
10144,0072141211101,11.0
10145,0072141211102,11.0
10146,0072160121101,11.0
10147,0072160121102,13.0
10148,0072160281101,17.0
10149,0072160281102,16.0
10150,0072160281103,16.0
10151,0072160281104,12.0
10152,0072160281105,0.0
10153,0072160441101,11.0
10154,0072160441102,16.0
10155,0072160441103,16.0
10156,0072160441104,0.0
10157,0072160441105,2.0
10158,0072160741101,15.0
10159,0072160741102,3.0
10160,0072160741103,3.0
10161,0072160901101,14.0
10162,0072160901102,14.0
10163,0072200191101,
10164,0072200191102,2.0
10165,0072200191103,14.0
10166,0072200191104,16.0
10167,0072200191105,14.0
10168,0072200191106,16.0
10169,0072200191107,16.0
10170,0072200191108,16.0
10171,0072200191109,16.0
10172,0072200191110,14.0
10173,0072200191111,0.0
10174,0072200191112,1.0
10175,0072201101201,0.0
10176,0072201101202,11.0
10177,0072201101203,11.0
10178,0072201101204,0.0
10179,0072201102201,11.0
10180,0072201102202,9.0
10181,0072201102203,
10182,0072201291101,14.0
10183,0072201291102,17.0
10184,0072201291103,11.0
10185,0072201291104,0.0
10186,0072201461101,11.0
10187,0072201461102,0.0
10188,0072201461103,2.0
10189,0072201651101,16.0
10190,0072201651102,14.0
10191,0072201651103,18.0
10192,0072260121101,0.0
10193,0072260121102,0.0
10194,0072260551101,14.0
10195,0072260551102,11.0
10196,0072260551103,7.0
10197,0072260551104,0.0
10198,0072260661101,18.0
10199,0072261011101,9.0
10200,0072261011102,16.0
10201,0072261011103,
10202,0072261011104,9.0
10203,0072261011105,0.0
10204,0072261191101,14.0
10205,0072261191102,15.0
10206,0072261551101,16.0
10207,0072290051101,0.0
10208,0072290051102,0.0
10209,0072290051103,0.0
10210,0072290051104,0.0
10211,0072290051105,0.0
10212,0072290051106,3.0
10213,0072290131101,5.0
10214,0072290131102,11.0
10215,0072290311101,11.0
10216,0072290311102,14.0
10217,0072290311103,0.0
10218,0072290311104,0.0
10219,0072290361101,7.0
10220,0072290361102,9.0
10221,0072290361103,7.0
10222,0072290361104,0.0
10223,0072290361105,3.0
10224,0072290441101,7.0
10225,0072290441102,
10226,0072290441103,8.0
10227,0072290441104,0.0
10228,0072290441105,11.0
10229,0072290441106,11.0
10230,0072290531101,14.0
10231,0072290531102,16.0
10232,0072290531103,0.0
10233,0072290531104,2.0
10234,0072360071101,5.0
10235,0072360071102,11.0
10236,0072360081101,11.0
10237,0072360081102,0.0
10238,0072360091101,5.0
10239,0072360091102,2.0
10240,0072360091103,11.0
10241,0072360091105,11.0
10242,0072360111101,3.0
10243,0072360111102,0.0
10244,0072360111103,7.0
10245,0072360111104,0.0
10246,0072360111105,
10247,0072362011101,0.0
10248,0072362011102,11.0
10249,0072362011103,11.0
10250,0072362011104,11.0
10251,0072362011105,11.0
10252,0072362011106,
10253,0072362011107,3.0
10254,0072362031101,0.0
10255,0072362031102,11.0
10256,0072362031103,0.0
10257,0072362041101,8.0
10258,0072362041102,11.0
10259,0072430391101,
10260,0072430391102,
10261,0072430391103,10.0
10262,0072430431101,5.0
10263,0072430431102,1.0
10264,0072430431103,9.0
10265,0072431211101,0.0
10266,0072431211102,0.0
10267,0072431211103,10.0
10268,0072431221101,0.0
10269,0072431221102,11.0
10270,0072431231101,1.0
10271,0072431231102,
10272,0072431231103,0.0
10273,0072431241101,
10274,0072431241102,0.0
10275,0072431261101,0.0
10276,0072431261102,0.0
10277,0072431261103,9.0
10278,0072431261104,7.0
10279,0072431261105,7.0
10280,0072431261106,0.0
10281,0072500451101,0.0
10282,0072500451102,0.0
10283,0072500451103,11.0
10284,0072500451104,9.0
10285,0072500451105,0.0
10286,0072500461101,0.0
10287,0072500461102,11.0
10288,0072501021101,
10289,0072501021102,0.0
10290,0072501021103,
10291,0072501031101,0.0
10292,0072501031102,0.0
10293,0072501031103,7.0
10294,0072501031104,0.0
10295,0072501041101,0.0
10296,0072501041102,0.0
10297,0072501041103,10.0
10298,0072501041104,3.0
10299,0072501051101,0.0
10300,0072501051102,0.0
10301,0072501051103,0.0
10302,0072501051104,0.0
10303,0072501061101,11.0
10304,0072501061102,0.0
10305,0072501061103,7.0
10306,0072501061104,0.0
10307,0072501071101,
10308,0072501071102,
10309,0072520091101,2.0
10310,0072520091102,
10311,0072520101101,11.0
10312,0072520101102,0.0
10313,0072520101103,7.0
10314,0072520101104,0.0
10315,0072520101105,3.0
10316,0072520441101,3.0
10317,0072520471101,3.0
10318,0072520471102,1.0
10319,0072520521101,6.0
10320,0072520521102,0.0
10321,0072520521103,1.0
10322,0072520771101,8.0
10323,0072520771102,0.0
10324,0072520771103,8.0
10325,0072520781101,0.0
10326,0072520781102,0.0
10327,0072520791101,7.0
10328,0072520791102,8.0
10329,0072560061101,11.0
10330,0072560061102,0.0
10331,0072560061103,8.0
10332,0072560061104,
10333,0072561091101,2.0
10334,0072561091102,
10335,0072561151101,0.0
10336,0072561151102,
10337,0072561161101,0.0
10338,0072561161102,0.0
10339,0072561161103,11.0
10340,0072561161104,3.0
10341,0072561171101,0.0
10342,0072561171102,0.0
10343,0072561171103,10.0
10344,0072561171104,7.0
10345,0072561171105,
10346,0072561181101,2.0
10347,0072561181102,
10348,0072561311101,
10349,0072561311102,11.0
10350,0072561311103,11.0
10351,0072570511101,0.0
10352,0072570511102,0.0
10353,0072570511103,0.0
10354,0072570511104,2.0
10355,0072570541101,0.0
10356,0072570541102,0.0
10357,0072570541103,7.0
10358,0072570541104,7.0
10359,0072570541105,0.0
10360,0072570541106,0.0
10361,0072570551101,0.0
10362,0072570551102,0.0
10363,0072570551103,10.0
10364,0072570551104,0.0
10365,0072570561101,
10366,0072570561102,
10367,0072571631101,2.0
10368,0072571631102,
10369,0072571641101,5.0
10370,0072571691101,
10371,0072571711101,0.0
10372,0072571711102,
10373,0072571711103,0.0
10374,0072571711104,0.0
10375,0072580541101,2.0
10376,0072580551101,2.0
10377,0072580571101,11.0
10378,0072580571102,0.0
10379,0072580571103,9.0
10380,0072580571104,0.0
10381,0072580571105,0.0
10382,0072580571106,3.0
10383,0072580571107,
10384,0072581701101,
10385,0072581711101,5.0
10386,0072581711102,2.0
10387,0072581731101,11.0
10388,0072581731102,0.0
10389,0072581731103,10.0
10390,0072581731104,9.0
10391,0072592171101,9.0
10392,0072592171102,0.0
10393,0072592171103,9.0
10394,0072592171104,0.0
10395,0072592191101,0.0
10396,0072592191102,0.0
10397,0072592251101,11.0
10398,0072592251102,0.0
10399,0072592251103,11.0
10400,0072592251104,7.0
10401,0072592251105,0.0
10402,0072592251106,
10403,0072592271101,3.0
10404,0072592271102,0.0
10405,0072592271103,10.0
10406,0072592271104,7.0
10407,0072592281101,0.0
10408,0072592281102,11.0
10409,0072592281103,8.0
10410,0072710381101,12.0
10411,0072710381102,0.0
10412,0072710391101,
10413,0072710391102,
10414,0072710391103,
10415,0072710391104,7.0
10416,0072710391105,3.0
10417,0072710401101,0.0
10418,0072710401102,0.0
10419,0072710401103,8.0
10420,0072710401104,0.0
10421,0072710401105,
10422,0072710401106,0.0
10423,0072710401107,0.0
10424,0072710421101,
10425,0072710421102,0.0
10426,0072710421103,7.0
10427,0072710421104,8.0
10428,0072710421105,0.0
10429,0072710421106,0.0
10430,0072710421107,0.0
10431,0072710421108,3.0
10432,0072711561101,9.0
10433,0072711561102,7.0
10434,0072711561103,11.0
10435,0072711561104,9.0
10436,0072711561105,9.0
10437,0072711561106,0.0
10438,0072711561107,
10439,0072711561108,
10440,0072711581101,
10441,0072711581102,0.0
10442,0072711581103,0.0
10443,0072711581104,0.0
10444,0072711581105,0.0
10445,0072711591101,
10446,0072711591102,
10447,0072711591103,
10448,0072711591104,0.0
10449,0072711621101,0.0
10450,0072711621102,0.0
10451,0072711621103,9.0
10452,0072711621104,7.0
10453,0072720801101,3.0
10454,0072720801102,2.0
10455,0072720801103,0.0
10456,0072720801104,1.0
10457,0072720811101,11.0
10458,0072720811102,8.0
10459,0072720811103,0.0
10460,0072720811104,0.0
10461,0072720811105,0.0
10462,0072720811106,1.0
10463,0072720811107,
10464,0072720821101,5.0
10465,0072720821102,0.0
10466,0072720821103,14.0
10467,0072720821104,9.0
10468,0072721801101,0.0
10469,0072721801102,
10470,0072721801103,10.0
10471,0072721801104,0.0
10472,0072721811101,0.0
10473,0072721811102,0.0
10474,0072721811103,9.0
10475,0072721811104,0.0
10476,0072721821101,5.0
10477,0072721821102,0.0
10478,0072721841101,0.0
10479,0072721841102,0.0
10480,0072721841103,9.0
10481,0072721841104,3.0
10482,0072721841105,12.0
10483,0072721841106,16.0
10484,0072730101101,
10485,0072730231101,5.0
10486,0072730231102,5.0
10487,0072730351101,11.0
10488,0072730351102,11.0
10489,0072730351103,12.0
10490,0072730351104,11.0
10491,0072730351105,0.0
10492,0072730421101,3.0
10493,0072730421102,
10494,0072730521101,11.0
10495,0072730521102,9.0
10496,0072730521103,16.0
10497,0072730521104,0.0
10498,0072730601101,5.0
10499,0072730601102,0.0
10500,0072730711101,8.0
10501,0072730711102,3.0
10502,0072730711103,8.0
10503,0072740011101,11.0
10504,0072740011102,11.0
10505,0072740011103,3.0
10506,0072740031101,13.0
10507,0072740091101,
10508,0072740091102,15.0
10509,0072740091103,12.0
10510,0072741211101,10.0
10511,0072741231101,6.0
10512,0072741231102,8.0
10513,0072741231103,11.0
10514,0072741231104,7.0
10515,0072741231105,1.0
10516,0072741241101,6.0
10517,0072741241102,1.0
10518,0072741241103,11.0
10519,0072741241104,11.0
10520,0072741301101,4.0
10521,0072741301102,4.0
10522,0072750871101,6.0
10523,0072750871102,
10524,0072750881101,0.0
10525,0072750881102,0.0
10526,0072750881103,8.0
10527,0072750881104,0.0
10528,0072750901101,0.0
10529,0072751911101,0.0
10530,0072751911102,
10531,0072751911103,0.0
10532,0072751911104,11.0
10533,0072751911105,0.0
10534,0072751961101,
10535,0072751961102,13.0
10536,0072751971101,
10537,0072751991101,11.0
10538,0072751991102,0.0
10539,0072751991103,0.0
10540,0072751991104,0.0
10541,0072780531101,0.0
10542,0072780531102,0.0
10543,0072780531103,0.0
10544,0072780531104,0.0
10545,0072780531105,0.0
10546,0072780541101,2.0
10547,0072780541102,
10548,0072780541103,0.0
10549,0072780561101,0.0
10550,0072780561102,
10551,0072780561103,0.0
10552,0072781171101,
10553,0072781171102,0.0
10554,0072781181101,0.0
10555,0072781181102,0.0
10556,0072781181103,0.0
10557,0072781181104,3.0
10558,0072781181105,2.0
10559,0072781191101,0.0
10560,0072781191102,0.0
10561,0072781191103,0.0
10562,0072781201101,11.0
10563,0072781201102,0.0
10564,0072781201103,1.0
10565,0072781211101,5.0
10566,0072781211102,5.0
10567,0072830091101,0.0
10568,0072830091102,0.0
10569,0072830091103,0.0
10570,0072830091104,0.0
10571,0072830091105,
10572,0072830251101,0.0
10573,0072830251102,10.0
10574,0072830251103,0.0
10575,0072830251104,2.0
10576,0072830411101,16.0
10577,0072830411102,16.0
10578,0072830411103,0.0
10579,0072830411104,2.0
10580,0072830561101,3.0
10581,0072830561102,7.0
10582,0072831021101,0.0
10583,0072831021102,7.0
10584,0072831021103,3.0
10585,0072831331101,16.0
10586,0072831331102,0.0
10587,0072831331103,9.0
10588,0072831481101,11.0
10589,0072831481102,0.0
10590,0072831481103,0.0
10591,0072831481104,
10592,0072880161101,16.0
10593,0072880321101,16.0
10594,0072880321102,16.0
10595,0072880321103,16.0
10596,0072880321104,13.0
10597,0072880641101,11.0
10598,0072881301101,5.0
10599,0072881301102,18.0
10600,0072881301103,16.0
10601,0072881301104,15.0
10602,0072881301105,7.0
10603,0072881301106,2.0
10604,0072881461101,14.0
10605,0072881461102,13.0
10606,0072881461103,18.0
10607,0072881771101,11.0
10608,0072881771102,17.0
10609,0072881771103,13.0
10610,0072881771104,0.0
10611,0072980141101,0.0
10612,0072980141102,0.0
10613,0072980141103,13.0
10614,0072980141104,14.0
10615,0072980141105,0.0
10616,0072980451101,16.0
10617,0072980451102,11.0
10618,0072980621101,0.0
10619,0072980621102,5.0
10620,0072980621103,16.0
10621,0072980621104,16.0
10622,0072980621105,15.0
10623,0072980621106,15.0
10624,0072980621107,0.0
10625,0072980921101,9.0
10626,0072980921102,14.0
10627,0072981091101,11.0
10628,0072981091102,0.0
10629,0072981091103,11.0
10630,0072981091104,10.0
10631,0072981091105,0.0
10632,0072981091106,
10633,0072981381101,16.0
10634,0072981381102,0.0
10635,0072981381103,13.0
10636,0072981381104,9.0
10637,0072981381105,17.0
10638,0073000161101,16.0
10639,0073000161102,
10640,0073000341101,
